repo_name,files,major_extension,major_files,major_avg_size,major_capped_avg_file,major_std_size,major_capped_std_file,major_extension_ratio
travarilo/redkancut_kernel,20164,.c,18777,19831.82489,18927.12601,41356.88828,26217.79857,0.931214045
EtchedPixels/FUZIX,1969,.c,1370,5510.089051,5510.089051,11340.4919,11340.4919,0.695784662
anlaneg/dpdk,1186,.c,1115,24341.60448,23039.29507,40543.8875,30204.13528,0.940134907
paxy97/qmk_firmware,2283,.c,2139,6372.697522,6372.697522,7424.00774,7424.00774,0.936925099
jmargutt/AliPhysics,7229,.c,4187,14570.64055,14213.80798,26156.50359,21724.76415,0.579194909
fennecdjay/Gwion,98,.c,92,4413.108696,4413.108696,7791.889227,7791.889227,0.93877551
stateos/StateOS,132,.c,92,4473.130435,4473.130435,5754.703384,5754.703384,0.696969697
brltty/brltty,433,.c,348,10463.06322,10463.06322,13090.45613,13090.45613,0.80369515
carstooon/AliPhysics,7230,.c,4188,14574.03319,14217.28582,26162.1669,21732.80482,0.579253112
craigbarnes/dte,102,.c,93,5937.989247,5937.989247,5833.813253,5833.813253,0.911764706
punitvara/zephyr,3382,.c,3165,17745.21548,17103.85498,33531.93705,26920.25803,0.935836783
MattDevo/coreboot,5909,.c,5726,7617.428222,7483.934684,15094.79931,11550.76624,0.969030293
vvaltchev/experimentOs,118,.c,95,5675.063158,5675.063158,4814.820738,4814.820738,0.805084746
htrb/ngraph-gtk,130,.c,95,29182.45263,28398.32632,40430.10412,36550.00965,0.730769231
libretro/mgba,492,.c,351,36604.67806,16436.11111,376789.534,25731.24093,0.713414634
tiran/sssd,703,.c,607,18445.48764,18309.07414,24410.74121,23246.55653,0.86344239
mrniranjan/sssd,707,.c,607,18488.86161,18352.44811,24452.99446,23291.17634,0.858557284
SSSD/sssd,707,.c,607,18504.73806,18368.32455,24472.29128,23311.52797,0.858557284
tempesta-tech/tempesta,110,.c,96,21484.02083,21484.02083,25440.75651,25440.75651,0.872727273
chergert/gnome-builder,657,.c,608,13017.19243,12792.54934,19560.69126,17069.59582,0.925418569
simetnicbr/openwrt-openwrt,831,.c,608,8879.481908,8879.481908,10595.42776,10595.42776,0.731648616
P424D0X/hamwrt,832,.c,608,8878,8878,10591.72302,10591.72302,0.730769231
gnuarmeclipse/openocd,434,.c,353,21519.35977,21519.35977,24347.17881,24347.17881,0.813364055
riscv/riscv-openocd,437,.c,354,21503.23729,21503.23729,24327.09811,24327.09811,0.81006865
sifive/openocd,437,.c,354,21503.23729,21503.23729,24327.09811,24327.09811,0.81006865
cirosantilli/linux-kernel-module-cheat,178,.c,99,1226.010101,1226.010101,2657.014392,2657.014392,0.556179775
amatyja/AliPhysics,7560,.c,4451,15256.32981,14861.27589,26886.43522,22302.0179,0.588756614
jgronefe/AliPhysics,6822,.c,3940,14479.64264,14105.27208,26103.59595,21401.20744,0.577543243
rudimeier/util-linux,381,.c,357,11689.91317,11689.91317,13818.54673,13818.54673,0.937007874
ring-lang/ring,2767,.c,1893,27765.67195,20323.85948,179860.2484,32042.50596,0.684134442
coreboot/coreboot,5913,.c,5733,7592.268097,7458.99093,15080.70165,11538.86394,0.9695586
pbuehler/AliPhysics,7566,.c,4454,15355.04827,14905.97306,27582.5085,22461.90497,0.588686228
bjornbytes/lovr,108,.c,105,9876.92381,9876.92381,19776.7301,19776.7301,0.972222222
CZ-NIC/turris-os,837,.c,617,9780.713128,9780.713128,14437.63034,14437.63034,0.737156511
JunhwanPark/TizenRT,3920,.c,2409,14586.19303,14473.22623,21948.2841,20902.75133,0.614540816
victor-gonzalez/AliPhysics,7571,.c,4459,15351.84728,14903.27159,27572.56105,22455.98779,0.588957866
dastgir/Hercules,141,.c,108,62946.50926,40191.49074,134902.3778,51534.74404,0.765957447
brAthena/brAthena,141,.c,108,62946.50926,40191.49074,134902.3778,51534.74404,0.765957447
Jedzkie/Hercules,141,.c,108,62699.67593,40098.21296,134260.1673,51552.68958,0.765957447
MishimaHaruna/Hercules,141,.c,108,63022.44444,40204.44444,135165.5169,51536.05399,0.765957447
ColinIanKing/stress-ng,365,.c,364,5591.513736,5591.513736,9207.192313,9207.192313,0.997260274
lcunquei/AliPhysics,7574,.c,4460,15352.28139,14903.80628,27585.73148,22473.44405,0.588856615
HerculesWS/Hercules,142,.c,109,62758.62385,39902.16514,135653.7152,51444.23711,0.767605634
guilherme-gm/Hercules,142,.c,109,62758.62385,39902.16514,135653.7152,51444.23711,0.767605634
AnnieRuru/Hercules,142,.c,109,62758.62385,39902.16514,135653.7152,51444.23711,0.767605634
4144/Hercules,142,.c,109,62893.7156,39984.04587,135967.5708,51642.33574,0.767605634
switchbrew/libnx,114,.c,109,7656.357798,7656.357798,10057.03803,10057.03803,0.956140351
aeneby/RIOT,1640,.c,1389,5652.794096,5652.794096,8240.059911,8240.059911,0.84695122
karelzak/util-linux,390,.c,366,11596.6694,11596.6694,13751.60358,13751.60358,0.938461539
a3novy/darktable,448,.c,366,26831.45902,25577.01093,41022.16069,29815.86898,0.816964286
edgardoh/darktable,448,.c,366,26831.17486,25576.72678,41021.74933,29815.29101,0.816964286
ReneHerthel/RIOT,1642,.c,1390,5653.472662,5653.472662,8242.899754,8242.899754,0.846528624
bergzand/RIOT,1642,.c,1390,5653.472662,5653.472662,8242.899754,8242.899754,0.846528624
mfrey/RIOT,1642,.c,1390,5653.47482,5653.47482,8242.899197,8242.899197,0.846528624
sunny256/linux,27766,.c,25966,18532.77497,18072.94909,30084.51494,25281.67371,0.935172513
ILiebhardt/darktable,449,.c,367,26937.47411,25683.83924,41022.93611,29837.36326,0.817371938
schenlap/darktable,449,.c,367,26878.6703,25628.21526,40974.14981,29792.70739,0.817371938
LebedevRI/darktable,449,.c,367,26938.97548,25685.3406,41024.28897,29839.2865,0.817371938
TurboGit/darktable,450,.c,368,27151.88859,25897.41576,41327.0571,30252.32394,0.817777778
peterbud/darktable,450,.c,368,27127.1413,25872.66848,41292.56319,30204.15486,0.817777778
darktable-org/darktable,450,.c,368,27151.88859,25897.41576,41327.0571,30252.32394,0.817777778
vinriviere/m68k-atari-mint-gcc,60216,.c,46960,2710.463394,2203.090716,36709.59904,11850.79615,0.779859174
avmelnikoff/RIOT,1648,.c,1393,5612.638909,5612.638909,8195.194728,8195.194728,0.84526699
Cyan4973/zstd,170,.c,114,30579.94737,30543.85965,42388.02066,42257.70116,0.670588235
libMesh/libmesh,2596,.c,1651,15963.62023,14494.75772,42283.80942,22317.92528,0.635978428
jwpeterson/libmesh,2596,.c,1651,15963.62023,14494.75772,42283.80942,22317.92528,0.635978428
amaringarcia/AliPhysics,7588,.c,4468,15349.46665,14901.86616,27568.62339,22463.50484,0.58882446
nashif/zephyr,3408,.c,3189,17699.18031,17060.14613,33458.4595,26854.47344,0.935739437
aozima/rt-thread,6582,.c,5749,25009.5728,22132.00974,66732.68531,32328.14258,0.873442723
thmo/lxc,121,.c,118,13876.44915,13876.44915,21469.82734,21469.82734,0.975206612
kbumsik/RIOT,1647,.c,1398,5611.231044,5611.231044,8185.484898,8185.484898,0.848816029
zephyrproject-rtos/zephyr,3409,.c,3190,17695.43824,17056.60439,33454.64301,26851.95739,0.935758287
blueskycoco/rt-thread,6585,.c,5750,25012.30191,22135.2393,66726.5195,32324.84939,0.873196659
tenforward/lxc,122,.c,119,13750.21849,13750.21849,21774.26192,21774.26192,0.975409836
bisdn/dpdk-dev,932,.c,887,23696.78467,22318.41263,39666.56691,29393.36135,0.951716738
rihanphys/AliPhysics,7596,.c,4471,15343.7486,14896.44845,27562.11054,22459.21708,0.588599263
nongxiaoming/rt-thread,7648,.c,6519,25530.95168,22976.46157,63788.32295,32578.70758,0.852379707
open-power/skiboot,425,.c,376,10773.58777,10764.82447,19163.97376,19085.46539,0.884705882
stewart-ibm/skiboot,425,.c,376,10773.58777,10764.82447,19163.97376,19085.46539,0.884705882
qemu/skiboot,425,.c,376,10773.58777,10764.82447,19163.97376,19085.46539,0.884705882
legoater/skiboot,425,.c,376,10761.51064,10761.51064,19058.49207,19058.49207,0.884705882
giorgiobornia/libmesh,2602,.c,1657,15951.29753,14487.75377,42215.37213,22292.41779,0.636817832
hrittich/libmesh,2602,.c,1657,15950.42004,14486.87628,42212.43938,22286.80587,0.636817832
Blub/lxc,125,.c,122,13852.68852,13852.68852,22305.69873,22305.69873,0.976
lxc/lxc,125,.c,122,13867.7459,13867.7459,22324.2644,22324.2644,0.976
stgraber/lxc,125,.c,122,13864.11475,13864.11475,22263.57197,22263.57197,0.976
caglar10ur/lxc,125,.c,122,13844.60656,13844.60656,22246.49907,22246.49907,0.976
smcameron/space-nerds-in-space,161,.c,122,23134.19672,13389.98361,99468.51215,27913.9449,0.757763975
BalticPinguin/libmesh,2603,.c,1658,15960.01628,14497.35525,42203.31489,22287.58527,0.636957357
washingtondc-emu/washingtondc,127,.c,123,55229.8374,27008.00813,225496.6453,41322.57895,0.968503937
eworm-de/claws-mail,418,.c,379,24391.21108,23374.17414,37991.7206,31217.89584,0.906698565
mbolivar/zephyr,2841,.c,2683,17647.53112,16958.12635,34142.96225,26891.84814,0.94438578
KingKaminari/kernel-msm,24456,.c,22907,19506.17702,18978.38648,31771.91436,26414.94158,0.93666176
KingKaminari/kaminarikernel,24456,.c,22907,19506.17702,18978.38648,31771.91436,26414.94158,0.93666176
merbanan/rtl_433,129,.c,124,11039.51613,8459.258065,45189.19529,18001.91141,0.96124031
enavarro222/rtl_433,129,.c,124,11031.56452,8451.306452,45185.21253,17990.76171,0.96124031
processhacker2/processhacker2,396,.c,380,25841.40526,24564.09737,39832.43814,31784.71343,0.95959596
processhacker2/processhacker,396,.c,380,25846.05526,24568.74737,39834.56974,31787.57204,0.95959596
McStasMcXtrace/McCode,2426,.c,1404,24596.21724,24234.38462,34945.88412,32982.43962,0.57873042
zephyriot/zephyr,2842,.c,2684,17641.38264,16952.23472,34138.18911,26888.70086,0.944405348
kreisl/AliPhysics,7603,.c,4476,15351.55474,14904.75424,27576.0323,22482.80347,0.588714981
citusdata/citus,130,.c,126,25405.22222,24609.53968,37564.37601,33500.05721,0.969230769
timhriley/appaserver,1631,.c,894,11154.51007,11119.53915,17313.07345,16935.88336,0.548129982
hirakuni45/RX,209,.c,127,31529.92913,21278.11811,93495.23271,37249.58839,0.607655502
aubio/aubio,214,.c,127,5186.535433,5186.535433,6332.007812,6332.007812,0.593457944
piem/aubio,214,.c,127,5186.228346,5186.228346,6331.838615,6331.838615,0.593457944
zi0r/freeradius-server,427,.c,383,18045.14621,18045.14621,17665.55383,17665.55383,0.896955504
netblue30/firejail,181,.c,128,7151.703125,7151.703125,9376.262772,9376.262772,0.70718232
Fred-Barclay/firejail,181,.c,128,7112.203125,7112.203125,9296.569528,9296.569528,0.70718232
pmillerchip/firejail,183,.c,128,6796.664063,6796.664063,8777.579869,8777.579869,0.699453552
markus-oberhumer/gcc,58428,.c,45440,2742.465911,2223.637456,37221.55275,11924.27137,0.777709318
twoporeguys/librpc,154,.c,129,6855.193798,6855.193798,17315.55627,17315.55627,0.837662338
yowatana/AliPhysics,6903,.c,3970,14535.92846,14163.29849,26155.95997,21495.14314,0.57511227
ev3dev/u-boot,4348,.c,3970,9030.971788,8543.469521,23863.46319,14880.46111,0.913063478
radfordneal/pqR,654,.c,644,18924.73292,18249.6118,35746.16712,31568.59731,0.98470948
armada-ai/esp-idf,1128,.c,900,18272.13333,16115.20333,69043.14862,23062.25213,0.79787234
01org/TPM2.0-TSS,391,.c,389,9856.102828,9856.102828,12793.90392,12793.90392,0.994884911
01org/tpm2-tss,391,.c,389,9856.102828,9856.102828,12793.90392,12793.90392,0.994884911
Theodus/ponyc,265,.c,134,14258.07463,14258.07463,15669.56863,15669.56863,0.505660377
cquinn/ponyc,265,.c,134,14259.8209,14259.8209,15669.15629,15669.15629,0.505660377
kulibali/ponyc,265,.c,134,14258.07463,14258.07463,15669.56863,15669.56863,0.505660377
dipinhora/ponyc,265,.c,134,14246.23134,14246.23134,15677.85328,15677.85328,0.505660377
CausalityLtd/ponyc,265,.c,134,14246.23134,14246.23134,15677.85328,15677.85328,0.505660377
ponylang/ponyc,265,.c,134,14264.91045,14264.91045,15666.12451,15666.12451,0.505660377
zhaojuntao/rt-thread,7664,.c,6534,25499.18626,22950.56045,63720.68358,32550.05488,0.852557411
GNOME/gnome-software,146,.c,135,16907.95556,16907.95556,20998.56289,20998.56289,0.924657534
gbcwbz/rt-thread,7665,.c,6535,25495.36542,22947.12961,63716.56068,32548.75484,0.852576647
endlessm/gnome-software,150,.c,138,17486.00725,17486.00725,23888.50095,23888.50095,0.92
tosdr/tosback2,200,.c,139,17647.89928,15636.89209,42383.8006,30300.70073,0.695
OpenSmalltalk/vm,3699,.c,2187,90765.66072,27843.79881,403711.7765,46351.83177,0.591240876
rockowitz/ddcutil,150,.c,140,14741.40714,14741.40714,16908.40355,16908.40355,0.933333333
rockowitz/ddctool,150,.c,140,14730.75714,14730.75714,16901.0095,16901.0095,0.933333333
ryanrhymes/owl,145,.c,140,19025.38571,9665.35,123774.0173,29197.84359,0.965517241
timfel/squeakvm,3700,.c,2188,90829.66728,27913.07038,403677.0739,46456.28778,0.591351351
kronat/linux,27761,.c,25998,18718.15447,18247.77244,30398.85081,25522.75314,0.936493642
GNOME/epiphany,149,.c,143,17209.78322,17209.78322,20928.61688,20928.61688,0.959731544
devnexen/h2o,792,.c,399,14307.9599,13576.90226,29230.75031,19931.18062,0.503787879
lkwg82/h2o,792,.c,399,14307.93484,13576.87719,29230.75083,19931.18045,0.503787879
GNOME/mutter,668,.c,655,19721.61527,18856.27481,35157.69416,24701.34637,0.980538922
90jrong/libmesh,2627,.c,1680,15698.41786,14254.91071,41931.28734,22134.83291,0.639512752
h2o/h2o,794,.c,401,14349.47382,13586.68828,29533.66808,20127.02739,0.505037783
pbauman/libmesh,2628,.c,1681,15722.55027,14279.90184,41931.41853,22153.72813,0.639649924
pevik/ltp,4549,.c,3986,3876.813598,3873.105118,5966.080048,5850.866479,0.876236536
chenhuacai/ltp,4549,.c,3986,3876.881084,3873.172604,5966.05918,5850.845243,0.876236536
linux-test-project/ltp,4556,.c,3987,3881.259343,3877.551793,5964.194953,5848.976269,0.875109745
SirCmpwn/wlroots,151,.c,150,11645.64,11344.07333,19359.96471,16086.0858,0.993377483
JNechaevsky/russian-doom,412,.c,406,28570.63054,24643.94581,62949.70163,32491.17754,0.985436893
yongli3/rt-thread,6647,.c,5783,24896.74598,22043.32993,66475.65195,32141.67646,0.870016549
PavolVican/libyang,176,.c,152,27097.98684,22583.84211,62098.91819,42715.66079,0.863636364
AMechler/AliPhysics,7311,.c,4248,14664.61323,14298.56591,26233.65549,21721.71027,0.581042265
derrod/obs-studio,847,.c,665,7829.291729,7386.753383,21336.75742,13115.54219,0.785123967
chhe/obs-studio,848,.c,665,7848.714286,7406.17594,21430.15878,13267.59781,0.784198113
RytoEX/obs-studio,848,.c,665,7853.028571,7410.490226,21446.884,13294.7397,0.784198113
ZixiVideo/obs-studio,848,.c,665,7853.957895,7411.419549,21437.00869,13278.83412,0.784198113
pkviet/obs-studio,848,.c,665,7848.67218,7406.133835,21429.92657,13267.22131,0.784198113
GNOME/nautilus,159,.c,154,27202.12338,25116.72727,47923.27003,37802.5568,0.968553459
kkartaltepe/obs-studio,851,.c,666,7867.178679,7425.304805,21459.65091,13331.78902,0.782608696
nobme/obs-studio,859,.c,667,7880.472264,7439.26087,21447.89545,13329.24739,0.776484284
Xaymar/obs-studio,859,.c,667,7885.52024,7444.308846,21455.62917,13341.85523,0.776484284
cg2121/obs-studio,859,.c,667,7887.382309,7446.170915,21456.81489,13343.82361,0.776484284
juvester/obs-studio,859,.c,667,7885.52024,7444.308846,21455.62917,13341.85523,0.776484284
Gol-D-Ace/obs-studio,859,.c,667,7887.092954,7445.881559,21456.62807,13343.51362,0.776484284
c3r1c3/obs-studio,859,.c,667,7887.382309,7446.170915,21456.81489,13343.82361,0.776484284
jp9000/obs-studio,859,.c,667,7887.382309,7446.170915,21456.81489,13343.82361,0.776484284
ElectronicWar/obs-studio,859,.c,667,7887.382309,7446.170915,21456.81489,13343.82361,0.776484284
adriansev/AliPhysics,7636,.c,4507,15403.91014,14954.18371,27558.67913,22437.37138,0.590230487
Palakis/obs-studio,860,.c,668,7886.488024,7445.937126,21442.64726,13336.89024,0.776744186
craftwar/obs-studio,860,.c,668,7886.860778,7446.30988,21443.02672,13337.51265,0.776744186
JohnnyLeone/obs-studio,860,.c,668,7886.488024,7445.937126,21442.64726,13336.89024,0.776744186
admshao/obs-studio,860,.c,668,7886.273952,7445.723054,21442.50686,13336.65743,0.776744186
OsirisNL/obs-studio,860,.c,668,7886.488024,7445.937126,21442.64726,13336.89024,0.776744186
audiohacked/obs-studio,860,.c,668,7886.488024,7445.937126,21442.64726,13336.89024,0.776744186
joncampbell123/dosbox-x,1711,.c,1180,16714.41525,16324.4339,27475.93378,23921.02765,0.689655172
CESNET/libyang,189,.c,157,27816.85987,23266.54777,62049.07544,42420.55687,0.830687831
chantra/unbound,208,.c,158,24615.33544,24006.0443,34066.52387,30773.96732,0.759615385
NLnetLabs/unbound,208,.c,158,24615.33544,24006.0443,34066.52387,30773.96732,0.759615385
juergenpf/MINGW-packages,193,.c,159,20630.55346,19545.45912,38458.03975,30789.60184,0.823834197
ntop/PF_RING,444,.c,415,27203.43133,25391.79277,44688.9901,34507.79384,0.934684685
Broadcom/dpdk,961,.c,927,23717.89644,22385.98813,39409.85854,29411.3712,0.964620187
chrisy/vpp,1333,.c,927,17696.12729,16973.20604,30068.67856,20154.29185,0.695423856
twinaphex/reicast-emulator,277,.c,160,15171.2,15171.2,22491.1455,22491.1455,0.577617329
hughsie/fwupd,190,.c,160,13789.70625,13789.70625,17969.06416,17969.06416,0.842105263
espressif/esp-idf,1177,.c,928,18045.76078,15953.2069,68065.95731,22909.01857,0.7884452
rgchris/ren-c,163,.c,162,24444.06173,22320.20988,42905.0002,29243.8184,0.993865031
fcolamar/AliPhysics,7646,.c,4514,15398.37306,14949.035,27545.09287,22427.11525,0.590374052
rbailhac/AliPhysics,7646,.c,4514,15397.98959,14948.65153,27545.22775,22427.27323,0.590374052
wolfgangz2013/rt-thread,8017,.c,6818,25227.15723,22784.69302,62586.17394,32251.44685,0.850442809
metaeducation/ren-c,164,.c,163,24587.64417,22476.82209,42947.18567,29420.1357,0.993902439
vpp-dev/vpp,1343,.c,931,17642.7841,16938.98389,29731.20969,20171.77742,0.693224125
swaywm/wlroots,165,.c,164,11469.66463,11193.84146,18775.98233,15696.11593,0.993939394
ascent12/wlroots,165,.c,164,11469.66463,11193.84146,18775.98233,15696.11593,0.993939394
ROBOTIS-GIT/OpenCR,576,.c,420,32833.8,32550.07143,38498.29338,37266.39878,0.729166667
sterlinghughes/incubator-mynewt-core,2376,.c,1956,20702.78732,20400.85736,32091.90679,30049.38878,0.823232323
kraj/zephyr,3182,.c,2980,18122.16342,17470.09463,34095.45065,27437.02679,0.936517913
pierre-biava/grisbi,178,.c,165,35163.06061,35163.06061,33551.75286,33551.75286,0.926966292
grisbi/grisbi,180,.c,167,34908.67066,34908.67066,33314.89529,33314.89529,0.927777778
LudovicRousseau/grisbi,180,.c,167,34887.76647,34887.76647,33305.21958,33305.21958,0.927777778
FDio/vpp,1350,.c,935,17629.12299,16919.45027,29820.62073,20096.54689,0.692592593
mlaz/mynewt-core,2380,.c,1960,20742.74031,20441.42653,32119.66162,30083.73953,0.823529412
Monroe88/RetroArch,1213,.c,937,17249.60832,16791.41515,27995.65893,24091.25521,0.772464963
STJr/SRB2,578,.c,426,28663.20657,23517.18545,87827.71232,33453.43399,0.737024222
GregorR/RetroArch,1215,.c,938,17338.3049,16877.10235,28111.55189,24194.24178,0.772016461
heuripedes/RetroArch,1215,.c,938,17351.63113,16889.29531,28150.36597,24227.25939,0.772016461
gpac/gpac,657,.c,427,37945.04215,33654.1897,71265.94924,38685.69362,0.649923897
masahir0y/barebox-yamada,1873,.c,1707,7882.858817,7868.75454,12254.66509,12040.7152,0.91137213
TOMB5/TOMB5,215,.c,173,7654.208092,7654.208092,16812.7571,16812.7571,0.804651163
nexB/scancode-toolkit,1978,.c,1197,1508.460317,1508.460317,6727.111772,6727.111772,0.605156724
mpuccio/AliPhysics,7657,.c,4525,15373.91315,14925.59182,27518.03744,22406.70889,0.590962518
sebaleh/AliPhysics,7657,.c,4525,15373.26519,14925.01945,27516.38114,22405.2322,0.590962518
jbakosi/quinoa,179,.c,175,11241.93143,11241.93143,16730.52721,16730.52721,0.977653631
nokute78/fluent-bit,1143,.c,943,23792.17709,15778.40085,244030.1012,24633.80105,0.825021872
anttiylitokola/mbed-os-1,5941,.c,4272,19845.94967,19286.32818,33255.20239,26336.21851,0.719070864
e-masson/AliPhysics,7666,.c,4528,15382.14112,14931.48807,27554.18526,22434.49902,0.590660057
fluent/fluent-bit,1145,.c,945,23760.16614,15763.35026,243772.8109,24613.44232,0.825327511
akubera/AliPhysics,7669,.c,4530,15404.59205,14941.21347,27671.54994,22441.89775,0.59068979
